DJID,Genotype,Eye,Sex,Age_Months,eGFP_Value,Experimental_Condition,In_Rip,Length_um,Time_Condition,GluT1_Top_Surface_Integral,GluT1_Bot_Surface_Integral,WGA_Top_Surface_Integral,WGA_Bot_Surface_Integral,GluT1_Top_Integral,GluT1_Middle_Integral,GluT1_Bottom_Integral,WGA_Top_Integral,WGA_Middle_Integral,WGA_Bottom_Integral
3608,het,R,Male,3.0,1,Light Flicker,0,4.2,30,81705,12840,1248636,287021,35907,372184,6239,1015040,3149339,198876
3608,het,R,Male,3.0,1,Light Flicker,0,3.0,30,79903,41798,974163,362863,30407,379974,43309,607251,1756847,467907
3608,het,R,Male,3.0,1,Light Flicker,0,2.4,30,53667,12222,528571,351192,39823,51981,20003,442835,963549,457084
3608,het,R,Male,3.0,0,Light Flicker,0,2.25,30,53182,46902,968771,528607,18968,145605,50021,606109,1568716,645363
3608,het,R,Male,3.0,1,Light Flicker,0,2.6999999999999997,30,104921,57344,756961,392088,56237,342029,43610,638360,1257080,422719
3608,het,R,Male,3.0,1,Light Flicker,0,2.25,30,85136,84978,782712,420064,45096,280994,76516,664475,1115430,519109
3608,het,R,Male,3.0,1,Light Flicker,0,4.35,30,49247,3656,890748,156844,18169,265243,2359,630728,1968197,122490
3608,het,R,Male,3.0,0,Light Flicker,0,4.2,30,78203,5760,1260704,211875,34940,326522,3408,970388,2651064,158843
3608,het,R,Male,3.0,0,Light Flicker,0,4.2,30,43329,2214,640408,100416,20696,135299,1357,540659,1163939,75002
3608,het,R,Male,3.0,1,Light Flicker,0,3.15,30,124030,19588,415956,262352,144203,278382,10515,551277,1264986,180494
3655,het,R,Female,2.1,0,Light Flicker,0,3.3,15,19950,25340,296997,186488,6626,126109,20717,245644,602623,251421
3655,het,R,Female,2.1,1,Light Flicker,0,4.2,15,20897,12761,259751,157108,7643,104873,9032,211855,697361,195788
3655,het,R,Female,2.1,1,Light Flicker,0,3.4499999999999997,15,43301,18163,310572,185364,16720,185356,13971,250247,773785,239161
3655,het,R,Female,2.1,0,Light Flicker,0,2.85,15,12053,14493,144423,107337,3904,87627,10486,122194,265090,142503
3655,het,R,Female,2.1,0,Light Flicker,0,3.5999999999999996,15,38197,29078,288488,210508,14263,221564,23515,201052,743217,264717
3655,het,R,Female,2.1,0,Light Flicker,0,2.6999999999999997,15,52443,31751,297983,197922,33443,155410,28188,234684,606572,262534
3655,het,R,Female,2.1,0,Light Flicker,0,4.05,15,30039,5622,158370,93003,12552,106141,3521,133514,368576,121058
3655,het,R,Female,2.1,0,Light Flicker,0,3.0,15,50871,40227,417967,289442,21030,249652,33306,294670,936240,372982
3655,het,R,Female,2.1,0,Light Flicker,0,2.25,15,88507,93065,474730,291756,41475,312872,98831,383828,839671,402769
3655,het,R,Female,2.1,0,Light Flicker,0,2.55,15,90820,32329,268636,200744,61286,200232,28800,228841,497877,267121
3655,het,R,Female,2.1,0,Light Flicker,0,2.85,15,29775,20193,193816,163706,11727,137239,15608,164311,396138,208112
3655,het,R,Female,2.1,0,Light Flicker,0,3.0,15,26222,13044,369364,241404,11689,76859,11562,308962,782679,312851
